gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
CP133956.1_1693	1798042	1798749	708	-1	0.439	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1694	1798824	1800161	1338	-1	0.477	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1695	1800176	1800442	267	-1	0.397	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1696	1800706	1801821	1116	-1	0.473	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1697	1802020	1802259	240	-1	0.450	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1698	1802310	1803254	945	-1	0.461	11	GGAG/GAGG	GENOMAD.142048.CP	2.285e-08	58	0	0	0	1	NA	NA	NA	PF06800;TIGR03340;COG5006;K03298	phosphonate utilization associated putative membrane protein
CP133956.1_1699	1803483	1804922	1440	-1	0.465	11	GGAGG	GENOMAD.080910.CP	1.006e-114	379	1	0	0	2561	Caudoviricetes	NA	NA	PF02934;K02434;TIGR00133;COG2511	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit
CP133956.1_1700	1804922	1806388	1467	-1	0.464	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1701	1806388	1806690	303	-1	0.413	11	AGGAG	GENOMAD.098205.CP	2.443e-18	81	0	0	0	1	NA	NA	NA	PF02686;COG0721;TIGR00135	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit
CP133956.1_1702	1806780	1806890	111	-1	0.333	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1703	1807164	1807721	558	-1	0.495	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1704	1808116	1808982	867	-1	0.400	11	AGGA/GGAG/GAGG	GENOMAD.224170.VP	0.0004694	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1705	1808979	1809578	600	-1	0.390	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1706	1809777	1810559	783	-1	0.414	11	AGGA	GENOMAD.002686.CC	1.062e-45	168	0	0	0	1	NA	NA	NA	PF06018;K03706;TIGR02787;COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
CP133956.1_1707	1810731	1811945	1215	-1	0.461	11	GGAG/GAGG	GENOMAD.099160.CP	6.471e-11	67	0	0	0	1	NA	NA	NA	PF12897;TIGR03542;K08969;COG1168	LL-diaminopimelate aminotransferase
CP133956.1_1708	1812232	1812684	453	1	0.459	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1709	1812970	1814358	1389	-1	0.442	11	GGA/GAG/AGG	GENOMAD.154591.CP	6.054e-05	48	0	0	0	1	NA	NA	NA	PF05116;TIGR02471;COG3769;K22223	sucrose-phosphate synthase, sucrose phosphatase-like domain, bacterial
CP133956.1_1710	1814430	1815395	966	1	0.474	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1711	1815515	1817530	2016	-1	0.460	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1712	1817894	1818172	279	-1	0.455	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1713	1818185	1819324	1140	-1	0.465	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1714	1819285	1819965	681	-1	0.461	11	AGGA	GENOMAD.002346.CC	1.633e-19	90	0	0	0	1	NA	NA	NA	PF02361;COG0619;TIGR02454;K16783	Energy-coupling factor transporter transmembrane protein EcfT
CP133956.1_1715	1819962	1820555	594	-1	0.426	11	AGGAGG	GENOMAD.182913.CP	3.481e-101	325	0	0	0	1	NA	NA	NA	PF09605;K16926;TIGR02185;COG4721	putative ECF transporter S component, Trep_Strep family
CP133956.1_1716	1820536	1822218	1683	-1	0.452	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1717	1822211	1823974	1764	-1	0.428	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1718	1824020	1824802	783	-1	0.450	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1719	1824799	1825821	1023	-1	0.442	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1720	1825823	1826707	885	-1	0.423	11	GGA/GAG/AGG	GENOMAD.140479.CP	6.112e-70	240	0	0	0	1	NA	NA	NA	PF01497;TIGR03659;COG4594;K02016	heme ABC transporter, heme-binding protein isdE
CP133956.1_1721	1826691	1827572	882	-1	0.456	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1722	1827825	1830200	2376	-1	0.428	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1723	1830194	1831576	1383	-1	0.435	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1724	1831778	1833193	1416	-1	0.457	11	3Base/5BMM	GENOMAD.216006.VP	1.823e-06	53	0	0	0	2561	Caudoviricetes	NA	NA	COG1705	Flagellum-specific peptidoglycan hydrolase FlgJ
CP133956.1_1725	1833439	1834545	1107	1	0.413	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1726	1834529	1835332	804	-1	0.405	11	None	GENOMAD.224170.VP	0.0004032	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1727	1835356	1835871	516	-1	0.386	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1728	1836084	1836590	507	1	0.394	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1729	1836896	1837996	1101	-1	0.452	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1730	1837993	1838349	357	-1	0.429	11	None	GENOMAD.121075.CP	5.45e-09	55	0	0	0	1	NA	NA	NA	PF01648;TIGR00516;COG0736	holo-
CP133956.1_1731	1838465	1840993	2529	-1	0.451	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1732	1841369	1842313	945	-1	0.458	11	GGAG/GAGG	GENOMAD.147092.CP	1.887e-39	152	0	0	0	1	NA	NA	NA	COG1482;TIGR00218	Mannose-6-phosphate isomerase, class I
CP133956.1_1733	1842429	1843313	885	-1	0.461	11	AGGAG	GENOMAD.133349.CP	6.44e-06	50	0	0	0	1	NA	NA	NA	PF00480;K00845;TIGR00744;COG3426	ROK family protein (putative glucokinase)
CP133956.1_1734	1843670	1846726	3057	-1	0.420	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1735	1846955	1848838	1884	-1	0.482	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1736	1849116	1850555	1440	1	0.459	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1737	1850560	1851525	966	1	0.434	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1738	1851490	1851696	207	-1	0.493	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1739	1851902	1852408	507	-1	0.381	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1740	1852405	1853811	1407	-1	0.433	11	AGGAG	GENOMAD.215102.PC	1.467e-13	76	0	0	0	1	NA	NA	NA	PF04740;COG5444;K21493	LXG domain of WXG superfamily
CP133956.1_1741	1853802	1853936	135	-1	0.467	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1742	1853973	1854161	189	-1	0.455	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1743	1854173	1854439	267	-1	0.461	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1744	1854638	1855090	453	-1	0.422	11	GGAG/GAGG	GENOMAD.050274.CV	2.002e-25	104	1	0	0	2561	Caudoviricetes	NA	NA	PF01029;COG0781;TIGR00563	Transcription termination factor NusB
CP133956.1_1745	1855083	1855472	390	-1	0.400	11	AGGA	GENOMAD.146465.CP	4.396e-16	76	0	0	0	1	NA	NA	NA	PF03780;COG1302	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family
CP133956.1_1746	1855515	1856072	558	-1	0.432	11	GGAG/GAGG	GENOMAD.105354.CP	4.801e-40	148	1	0	0	1	NA	NA	NA	PF09285;PF01132;PF08207;K02356;TIGR02178;COG0231	elongation factor P-like protein YeiP
CP133956.1_1747	1856255	1857652	1398	1	0.403	11	4Base/6BMM	GENOMAD.215866.VP	0.0002509	46	0	0	0	2561	Caudoviricetes	NA	NA	PF02914;PF09299;COG4584	Transposase
CP133956.1_1748	1857734	1858195	462	-1	0.450	11	AGGAG	GENOMAD.160798.VP	3.732e-07	51	0	0	0	2561	Caudoviricetes	NA	NA	PF18774;K01493;COG2131;TIGR02571	Deoxycytidylate deaminase
CP133956.1_1749	1858239	1859315	1077	-1	0.448	11	AGGAG	GENOMAD.124338.CP	4.712e-18	89	0	0	0	1	NA	NA	NA	PF00557;PF01321;K01271;COG0006;TIGR02993	Xaa-Pro aminopeptidase
CP133956.1_1750	1859606	1862428	2823	-1	0.469	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1751	1862624	1863568	945	1	0.432	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1752	1863827	1864477	651	1	0.458	11	AGGAG/GGAGG	GENOMAD.044211.CC	3.849e-38	144	0	0	0	1	NA	NA	NA	COG4858	DNA-binding ferritin-like protein (Dps family)
CP133956.1_1753	1864629	1865432	804	-1	0.405	11	None	GENOMAD.224170.VP	0.0004032	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1754	1865456	1865971	516	-1	0.386	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1755	1866177	1866416	240	-1	0.412	11	AGGAG	GENOMAD.022295.CC	3.546e-28	108	1	0	0	1	NA	NA	NA	PF01084;COG0238;TIGR00165	Ribosomal protein S18
CP133956.1_1756	1866575	1867063	489	-1	0.458	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1757	1867082	1867372	291	-1	0.395	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1758	1868748	1869896	1149	1	0.491	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1759	1870182	1870448	267	1	0.404	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1760	1870668	1871873	1206	1	0.438	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1761	1872119	1872433	315	-1	0.435	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1762	1872613	1873932	1320	1	0.463	11	AGGAGG	GENOMAD.123132.CP	0.0002304	46	0	0	0	1	NA	NA	NA	PF13738;K17870;TIGR04018;COG1251	putative bacillithiol system oxidoreductase, YpdA family
CP133956.1_1763	1874272	1876608	2337	-1	0.472	11	3Base/5BMM	GENOMAD.058240.VV	8.35e-10	65	0	0	0	11844	Phycodnaviridae	NA	NA	PF00488;PF02854;K16787;COG4525;TIGR00101	MutS domain V; MIF4G domain
CP133956.1_1764	1876681	1877226	546	-1	0.447	11	GGAG/GAGG	GENOMAD.016954.CC	2.028e-82	270	0	0	0	1	NA	NA	NA	PF02674;COG1286;K03558	Uncharacterized membrane protein, required for colicin V production
CP133956.1_1765	1877226	1877537	312	-1	0.426	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1766	1877613	1878563	951	1	0.455	11	GGA/GAG/AGG	GENOMAD.130642.CV	2.618e-19	92	1	0	0	1	NA	NA	NA	PF01351;PF11858;K03471;TIGR00716;COG1039	ribonuclease HIII
CP133956.1_1767	1878588	1879187	600	1	0.427	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1768	1879311	1881815	2505	1	0.459	11	GGAG/GAGG	GENOMAD.051102.VV	4.065e-06	53	0	0	0	2561	Caudoviricetes	NA	NA	PF02562;K01144	PhoH-like protein
CP133956.1_1769	1881911	1882396	486	1	0.385	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1770	1882539	1883642	1104	-1	0.447	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1771	1883851	1886175	2325	1	0.440	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1772	1886480	1886758	279	1	0.412	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1773	1886922	1887863	942	-1	0.453	11	None	GENOMAD.158643.CP	1.231e-09	62	0	0	0	1	NA	NA	NA	PF00144;COG1680;K01467	Beta-lactamase
CP133956.1_1774	1887860	1888615	756	-1	0.413	11	AGGAGG	GENOMAD.169728.CP	6.624e-20	92	0	0	0	1	NA	NA	NA	PF14506;PF14507;K07104;COG2514;TIGR03213	Catechol-2,3-dioxygenase
CP133956.1_1775	1889108	1889956	849	-1	0.459	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1776	1890058	1890510	453	-1	0.430	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1777	1890530	1891729	1200	-1	0.449	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1778	1891898	1892557	660	1	0.411	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1779	1892578	1894863	2286	1	0.468	11	AGGA	GENOMAD.035611.CC	7.67e-291	904	0	0	0	1	NA	NA	NA	PF09168;PF02129;K01281;TIGR00976;COG2936	putative hydrolase, CocE/NonD family
CP133956.1_1780	1894969	1895361	393	-1	0.443	11	AGGAG	GENOMAD.177394.CP	1.789e-26	106	0	0	0	1	NA	NA	NA	PF01243;COG3576;TIGR04025;K05558	Predicted flavin-nucleotide-binding protein, pyridoxine 5'-phosphate oxidase superfamily
CP133956.1_1781	1895515	1895772	258	-1	0.380	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1782	1895951	1896325	375	1	0.368	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1783	1896583	1897260	678	-1	0.406	11	GGAG/GAGG	GENOMAD.178118.PC	1.735e-09	60	0	0	0	1	NA	NA	NA	PF02517;COG1266	Membrane protease YdiL, CAAX protease family
CP133956.1_1784	1897882	1899390	1509	-1	0.426	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1785	1899641	1900537	897	1	0.363	11	GGAG/GAGG	GENOMAD.162063.PC	3.22e-06	51	0	0	0	1	NA	NA	NA	TIGR03934	TQXA domain
CP133956.1_1786	1900724	1901530	807	1	0.481	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1787	1901902	1902948	1047	-1	0.417	11	GGAG/GAGG	GENOMAD.117361.CP	2.176e-06	52	0	0	0	1	NA	NA	NA	PF14501;PF01584;PF01627;K03407;COG0643;TIGR01924	Chemotaxis protein histidine kinase CheA
CP133956.1_1788	1902950	1903636	687	-1	0.394	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1789	1903775	1904371	597	-1	0.464	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1790	1904760	1905059	300	1	0.447	11	AGGAG/GGAGG	GENOMAD.000105.CC	8.501e-21	88	0	0	0	1	NA	NA	NA	PF02575;K09747;COG0718;TIGR00103	Conserved DNA-binding protein YbaB (function unknown)
CP133956.1_1791	1905101	1905823	723	-1	0.414	11	AGGAGG	GENOMAD.130081.PC	1.689e-05	48	0	0	0	1	NA	NA	NA	PF13171;K21744;TIGR02043;COG0789	Zn(II)-responsive transcriptional regulator
CP133956.1_1792	1905927	1906514	588	-1	0.427	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1793	1906559	1907089	531	-1	0.448	11	GGAG/GAGG	GENOMAD.063383.PP	6.087e-10	60	0	0	0	1	NA	NA	NA	PF04394	NA
CP133956.1_1794	1907260	1908387	1128	1	0.479	11	AGxAGG/AGGxGG	GENOMAD.117314.CP	7.965e-14	76	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1795	1908581	1908850	270	1	0.437	11	AGGAG	GENOMAD.119080.CP	1.149e-13	67	0	0	0	1	NA	NA	NA	PF00253;COG0199	Ribosomal protein S14
CP133956.1_1796	1909245	1910273	1029	-1	0.418	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1797	1910295	1911311	1017	-1	0.475	11	AGxAGG/AGGxGG	GENOMAD.073821.CV	0.0001505	46	0	0	0	2561	Caudoviricetes	NA	NA	PF00814;TIGR03725;K14742;COG1214	tRNA threonylcarbamoyl adenosine modification protein YeaZ
CP133956.1_1798	1911301	1911723	423	-1	0.452	11	GGA/GAG/AGG	GENOMAD.124272.CV	2.163e-10	60	0	0	0	1	NA	NA	NA	PF13420;TIGR01575;COG0456;K03825	ribosomal-protein-alanine acetyltransferase
CP133956.1_1799	1911729	1912427	699	-1	0.459	11	AGxAGG/AGGxGG	GENOMAD.094501.CV	6.777e-26	109	0	0	0	1	NA	NA	NA	PF00814;TIGR03725;COG1214;K14742	tRNA threonylcarbamoyl adenosine modification protein YeaZ
CP133956.1_1800	1912713	1912943	231	1	0.437	11	AGGA/GGAG/GAGG	GENOMAD.016904.CC	4.546e-17	76	0	0	0	1	NA	NA	NA	PF07288;COG5503	DNA-dependent RNA polymerase auxiliary subunit epsilon
CP133956.1_1801	1912945	1914627	1683	1	0.456	11	GGAG/GAGG	GENOMAD.117090.CP	9.828e-42	166	0	0	0	2561	Caudoviricetes	NA	NA	PF17770;PF19583;K12574;TIGR00649;COG0595	beta-CASP ribonuclease, RNase J family
CP133956.1_1802	1915256	1916191	936	-1	0.454	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1803	1916191	1917237	1047	-1	0.462	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1804	1917249	1918280	1032	-1	0.437	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1805	1918290	1919204	915	-1	0.449	11	GGAG/GAGG	GENOMAD.121868.CP	2.348e-09	61	0	0	0	1	NA	NA	NA	PF00528;K15581;TIGR02789;COG0601	nickel ABC transporter, permease subunit NikB
CP133956.1_1806	1919373	1921031	1659	-1	0.433	11	AGGAGG	GENOMAD.167673.CP	1.39e-07	57	0	0	0	1	NA	NA	NA	PF00496;TIGR02294;COG4166;K02035	nickel ABC transporter, nickel/metallophore periplasmic binding protein
CP133956.1_1807	1921264	1922610	1347	-1	0.432	11	AGGAG	GENOMAD.120657.CP	4.931e-35	143	0	0	0	2561	Caudoviricetes	NA	NA	PF00120;COG3968;TIGR03105;K01915	Glutamine synthetase type III
CP133956.1_1808	1922647	1923018	372	-1	0.419	11	AGGA	GENOMAD.183331.CP	5.968e-10	58	0	0	0	1	NA	NA	NA	PF13171;K23776;TIGR01950;COG0789	redox-sensitive transcriptional activator SoxR
CP133956.1_1809	1923094	1923615	522	-1	0.379	11	None	GENOMAD.009054.CC	1.849e-27	111	0	0	0	1	NA	NA	NA	COG4129;K03468	Uncharacterized membrane protein YgaE, UPF0421/DUF939 family
CP133956.1_1810	1924038	1925234	1197	-1	0.429	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1811	1925444	1926298	855	-1	0.411	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1812	1926842	1927852	1011	-1	0.414	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1813	1928233	1930311	2079	-1	0.440	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1814	1930854	1931324	471	-1	0.448	11	AGGAGG	GENOMAD.031610.CC	1.365e-49	174	1	0	0	1	NA	NA	NA	PF00177;K02992;COG0049;TIGR01029	Ribosomal protein S7
CP133956.1_1815	1931345	1931758	414	-1	0.449	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1816	1931941	1934445	2505	-1	0.460	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1817	1934482	1935297	816	-1	0.396	11	None	GENOMAD.003802.CC	1.044e-21	98	0	0	0	1	NA	NA	NA	PF09182;K09685;TIGR01743;COG2378	pur operon repressor, Bacillus subtilis type
CP133956.1_1818	1935397	1936335	939	-1	0.426	11	GGAG/GAGG	GENOMAD.158180.CP	0.0002663	45	0	0	0	1	NA	NA	NA	K17487;COG3481;TIGR01409	3'-5' exoribonuclease YhaM, can participate in 23S rRNA maturation,  HD superfamily
CP133956.1_1819	1936325	1937596	1272	-1	0.445	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1820	1937598	1938230	633	-1	0.419	11	GGAG/GAGG	GENOMAD.089101.CP	1.899e-34	133	0	0	0	1	NA	NA	NA	PF04263;PF04265;COG1564;TIGR01378	Thiamine pyrophosphokinase
CP133956.1_1821	1938223	1938885	663	-1	0.462	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1822	1938894	1939766	873	-1	0.441	11	AGGAG	GENOMAD.108638.CP	2.498e-48	177	0	0	0	1	NA	NA	NA	PF03193;PF01176;K06949;TIGR00157;COG1162	ribosome small subunit-dependent GTPase A
CP133956.1_1823	1939927	1940799	873	-1	0.441	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1824	1941143	1941718	576	-1	0.462	11	GGAG/GAGG	GENOMAD.112974.CP	2.237e-33	129	0	0	0	1	NA	NA	NA	PF13331;PF13662;K05985;TIGR00334;COG4026	ribonuclease M5
CP133956.1_1825	1941711	1942484	774	-1	0.474	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1826	1942713	1943537	825	1	0.432	11	GGAG/GAGG	GENOMAD.138404.CP	1.132e-05	49	0	0	0	1	NA	NA	NA	PF10740;PF01418;COG1737;K19337;TIGR03127	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains
CP133956.1_1827	1943607	1944410	804	-1	0.405	11	None	GENOMAD.224170.VP	0.0004032	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1828	1944434	1944949	516	-1	0.386	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1829	1945123	1946091	969	-1	0.448	11	AGGAG	GENOMAD.153662.CP	5.974e-74	253	0	0	0	1	NA	NA	NA	PF05448;K01060;COG3458;TIGR01249	Acetyl xylan esterase (AXE1)
CP133956.1_1830	1946091	1946975	885	-1	0.464	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1831	1946990	1947910	921	-1	0.455	11	GGA/GAG/AGG	GENOMAD.179459.CP	1.889e-07	55	0	0	0	1	NA	NA	NA	PF00701;TIGR00683;COG0329;K01714	Dihydrodipicolinate synthetase family
CP133956.1_1832	1947939	1948589	651	-1	0.415	11	GGAG/GAGG	GENOMAD.213251.CP	7.276e-40	149	0	0	0	1	NA	NA	NA	PF04854;COG5578	Uncharacterized membrane protein YesL
CP133956.1_1833	1948614	1949069	456	-1	0.419	11	GGA/GAG/AGG	GENOMAD.167600.CP	1.59e-28	113	0	0	0	1	NA	NA	NA	PF04074;TIGR00022;COG2731;K19334	YhcH/YjgK/YiaL family protein
CP133956.1_1834	1949085	1949915	831	-1	0.416	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1835	1949928	1950815	888	-1	0.393	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1836	1950916	1952229	1314	-1	0.424	11	AGGAG	GENOMAD.119508.CP	1.063e-12	73	0	0	0	1	NA	NA	NA	PF02030;K05813;TIGR03850;COG2182	carbohydrate ABC transporter substrate-binding protein, CPR_0540 family
CP133956.1_1837	1952248	1952973	726	-1	0.501	11	AGGAG	GENOMAD.166406.CP	4.82e-22	98	0	0	0	1	NA	NA	NA	PF04131;K01788;COG3010;TIGR00343	Putative N-acetylmannosamine-6-phosphate epimerase
CP133956.1_1838	1953260	1953394	135	-1	0.496	11	AGGAGG	GENOMAD.096109.CV	1.289e-14	67	0	0	0	1	NA	NA	NA	PF00468;COG0230;TIGR01030	Ribosomal protein L34
CP133956.1_1839	1953617	1955014	1398	1	0.403	11	4Base/6BMM	GENOMAD.215866.VP	0.0002509	46	0	0	0	2561	Caudoviricetes	NA	NA	PF02914;PF09299;COG4584	Transposase
CP133956.1_1840	1955323	1956126	804	-1	0.405	11	None	GENOMAD.224170.VP	0.0004032	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1841	1956150	1956665	516	-1	0.386	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1842	1956802	1957317	516	-1	0.459	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1843	1957319	1958830	1512	-1	0.419	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1844	1958820	1959545	726	-1	0.506	11	AGGAG	GENOMAD.166406.CP	4.82e-22	98	0	0	0	1	NA	NA	NA	PF04131;K01788;COG3010;TIGR00343	Putative N-acetylmannosamine-6-phosphate epimerase
CP133956.1_1845	1960074	1960496	423	-1	0.378	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1846	1960640	1961146	507	-1	0.318	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1847	1961148	1962050	903	-1	0.333	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1848	1962216	1962638	423	-1	0.392	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1849	1962961	1963221	261	-1	0.280	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
