#This annotation file adds bars which indicate the length of the viral genome.

DATASET_SIMPLEBAR

SEPARATOR TAB

DATASET_LABEL	Genome Length (KB)
MK327934	170.452
MK327933	166.675
MK327932	170.678
MK327931	370.817
MK327930	136.031
MK327929	168.049
MK327928	168.959
KC847113	28.205
AP019535	66.22
AP019527	59.833
AP019522	132.152
MH844558	37.66
MH709121	154.811
MH709120	157.63
MK474470	43.264
MK554696	130.914
MK542015	43.372
MK552327	305.26
MK450543	58.487
MK575466	45.903
MK568062	50.936
MK424903	12.527
MK524177	57.228
MK524176	87.553
MK542821	32.448
KT932700	18.655
MH102285	84.406
MK310182	39.536
MK411820	43.051
MH844531	49.427
KY697807	42.473
MH491167	39.695
MK301608	78.071
MK069556	49.665
MF431615	40.497
MH107118	17.034
AP019418	279.095
LR215724	167.058
LR215723	167.132
LR215722	169.06
LR215721	154.499
LR215720	155.962
LR215719	153.797
LR215718	153.338
MK388859	35.232
MK340761	94.434
MK340760	66.086
MH992131	83.142
MH939157	33.172
MK387309	42.261
MK348510	45.108
MK331931	146.737
MK331930	138.057
MH142220	59.362
MH142219	59.361
MH925094	113.76
MH925093	46.692
MH925092	60.177
MH925091	79.545
MH925090	76.31
MH791416	94.315
MH791415	58.036
MH791414	229.73
MH791413	86.813
MH791412	45.049
MH791411	354.537
MH791410	45.881
MH791409	170.524
MH791407	220.45
MH791406	61.942
MH791405	155.297
MH791404	231.839
MH791403	61.82
MH791402	48.285
MH791401	219.171
MH791400	86.752
MH791398	229.103
MH791397	150.272
MH791396	60.188
MH791395	59.878
MK360025	18.742
MK360024	40.975
MK330684	30.791
MK305884	41.893
MK388689	74.71
MK335533	50.414
MK327140	46.907
MG867727	170.121
MK417516	148.312
MK417515	149.108
MK417514	146.004
MK224498	92.558
MK224497	58.899
MK408758	174.82
MK372342	46.553
MK340941	42.67
MK240351	166.89
MK234886	169.215
MK211557	43.513
MK284528	26.865
MK284527	26.357
MK284526	27.18
MF683623	42.439
MG707188	43.748
MK317959	65.905
MK295205	85.887
MK295204	166.138
MK295203	155.101
MK291445	50.161
MK291444	39.547
MK291443	37.901
MK291442	49.723
MK291441	39.879
MK286578	59.047
MK288022	80.919
MK288021	160.627
MK278861	49.106
MK278860	168.223
MK278859	40.898
MK249872	46.791
MK249871	37.128
MK257744	162.184
MK250904	141.384
MK240575	48.045
MF001363	111.607
KY694971	50.339
MH884512	55.091
MK213796	48.836
MK203841	40.352
MK095606	51.17
MK095605	46.103
MK213795	3.526
MK033137	39.636
MK033136	39.767
MH673674	51.843
MH673673	178.531
MG557979	142.567
MH992513	30.791
MG197810	47.797
MF564201	50.91
MH230177	59.646
MH356730	89.055
MH940212	158.4
MG602477	157.958
MG602476	76.423
MH992223	4.117
MH992222	4.211
MH992221	4.231
MH992220	4.259
MH992219	4.269
MH992218	4.278
MH992217	4.279
MH992216	4.286
MH992215	4.331
MH992214	4.332
MH992213	4.346
MH992212	4.348
MH992211	4.355
MH992210	4.392
MH992209	4.394
MH992208	4.412
MH992207	4.431
MH992206	4.436
MH992205	4.448
MH992204	4.469
MH992203	4.47
MH992202	4.485
MH992201	4.502
MH992200	4.507
MH992199	4.519
MH992198	4.529
MH992197	4.548
MH992196	4.557
MH992195	4.559
MH992194	4.566
MH992193	4.569
MH992192	4.576
MH992191	4.578
MH992190	4.582
MH992189	4.6
MH992188	4.608
MH992187	4.633
MH992186	4.708
MH992185	4.719
MH992184	4.737
MH992183	4.756
MH992182	4.882
MH992181	4.893
MH992180	4.506
MH992179	4.529
MH992178	4.587
MH992177	4.6
MH992176	4.633
MH992175	4.661
MH992174	4.77
MH992173	4.859
MH992172	4.529
MH992171	4.135
MH992170	4.345
MH992169	4.41
MH992168	4.702
MH992167	6.391
MH992166	4.538
MH992165	4.703
MH992164	4.195
MH992163	4.387
MH992162	4.529
MH992161	4.584
MH992160	4.6
MH992159	4.661
MH992158	4.691
MH992157	4.77
MH992156	4.469
MH992155	4.557
MH992154	4.728
MK165658	42.932
MK165657	42.622
MK002701	58.072
MK097141	40.063
MH688453	49.861
MK064565	34.025
MK064564	31.324
MK064563	38.091
MK064562	37.919
MH892384	36.587
MH892370	31.422
MH892365	32.005
MH892350	32.106
MH892385	36.587
MH892383	36.587
MH892382	34.999
MH892381	35.849
MH892380	35.341
MH892379	35.443
MH892378	36.594
MH892377	36.089
MH892376	35.056
MH892375	34.158
MH892374	32.093
MH892373	33.953
MH892372	31.283
MH892371	32.013
MH892369	31.738
MH892368	32.567
MH892367	35.153
MH892366	34.825
MH892364	34.289
MH892363	35.913
MH892362	36.587
MH892361	35.382
MH892360	36.25
MH892359	34.336
MH892358	33.999
MH892357	33.93
MH892356	35.351
MH892355	34.556
MH892354	37.181
MH892353	37.222
MH892352	34.821
MH892351	34.276
MH973663	32.092
MH973662	35.917
MH973661	36.836
MG450654	139.069
KP162168	42.093
MK054237	17.757
MK054236	18.548
MK054235	15.789
MK054234	15.911
MK054233	15.548
MK054232	15.575
MK054231	15.412
MK054230	15.881
MK054229	16.213
MK054228	16.451
MK054227	14.609
MK054226	16.026
MK054225	15.815
MK054224	16.044
MK054223	15.766
MK054222	15.75
MK054221	15.029
MK054220	16.319
MK054219	14.972
MK054218	11.658
MK054217	11.593
MK054216	11.887
MK054215	17.148
MK054214	11.661
MK054213	15.176
MK054212	11.433
MK054211	11.323
MK054210	14.967
MK054209	11.682
MK054208	15.529
MK054207	15.088
MK054206	18.208
MK054205	16.184
MK054204	17.195
MK095211	43.724
MK095210	43.724
MK095209	43.825
MK095208	42.83
MK095207	42.818
MK095206	42.837
MK095205	42.836
MK095204	43.402
MK095203	43.402
MK095202	44.013
MK095201	43.495
MK095200	43.31
MK095199	43.31
MK095198	43.314
MK095197	43.312
MK095196	43.312
MK095195	43.31
MK095194	43.312
MK095193	43.31
MK095192	42.818
MH937491	36.551
MH937489	33.826
MH937482	35.246
MH937476	32.182
MH937507	35.353
MH937505	33.791
MH937495	34.096
MH937488	36.827
MH937484	34.844
MH937481	34.277
MH937479	36.775
MH937474	36.35
MH937468	36.011
MH937459	35.697
MH937457	38.383
MH937511	35.543
MH937510	36.876
MH937509	39.384
MH937508	34.912
MH937506	39.069
MH937504	37.028
MH937503	36.776
MH937502	36.471
MH937501	34.017
MH937500	34.355
MH937499	40.037
MH937498	34.845
MH937497	34.812
MH937496	34.79
MH937494	42.019
MH937493	38.84
MH937492	35.851
MH937490	36.333
MH937487	35.92
MH937486	35.928
MH937485	35.26
MH937483	37.598
MH937480	37.464
MH937478	36.471
MH937477	35.299
MH937475	36.49
MH937473	40.874
MH937472	34.022
MH937471	37.303
MH937470	34.759
MH937469	37.281
MH937467	39.965
MH937466	36.576
MH937465	38.258
MH937464	37.08
MH937463	40.402
MH937462	38.531
MH937460	40.404
MH937458	37.005
MK138527	43.945
MK138526	92.319
MK044829	39.52
MK044828	34.256
MH937461	35.715
MK165087	59.55
MK144667	37.729
MK134560	40.539
MK085976	39.549
MK071653	32.864
MK034952	37.152
MH809534	39.648
MH972263	18.547
MH972262	18.364
MH972261	18.376
MH972260	17.7
MK105819	39.158
MH844529	150.582
MG779474	32.575
KX346250	31.877
KX346249	32.477
KX346248	33.017
KX346247	30.984
KX346246	29.964
KX346245	31.866
KX346244	30.918
KX346243	32.793
KX346242	31.034
KX346240	31.627
KX346239	31.468
KX346238	32.505
KX346237	31.632
KX346236	30.165
KX346241	31.192
MG557619	42.65
MG557618	140.358
MG471392	39.688
MG432151	45.97
KY210139	46.077
MG584725	20.021
MG280946	59.715
MH179478	40.748
MH179475	40.582
MH179473	42.696
MH179472	40.822
MH730557	10.594
MG945909	6.925
MG945870	5.757
MG945869	5.392
MG945868	5.305
MG945867	5.567
MG945866	5.338
MG945865	5.511
MG945864	5.015
MG945863	4.7
MG945862	4.859
MG945861	4.627
MG945860	4.316
MG945859	5.39
MG945858	5.259
MG945857	5.425
MG945856	4.65
MG945855	5.5
MG945854	4.759
MG945853	4.9
MG945852	5.83
MG945851	5.01
MG945850	5.827
MG945849	5.296
MG945848	5.83
MG945847	5.557
MG945846	4.664
MG945845	5.745
MG945844	5.291
MG945843	4.696
MG945842	3.963
MG945841	4.701
MG945840	4.552
MG945839	4.383
MG945838	4.521
MG945837	4.734
MG945836	4.36
MG945835	4.666
MG945834	4.615
MG945833	4.027
MG945832	5.065
MG945831	6.589
MG945830	5.614
MG945829	6.868
MG945828	6.662
MG945827	4.7
MG945826	4.477
MG945825	5.725
MG945824	6.238
MG945823	6.028
MG945822	5.051
MG945821	4.813
MG945820	5.063
MG945819	5.302
MG945818	5.492
MG945817	4.737
MG945816	4.902
MG945815	5.974
MG945814	4.884
MG945813	5.922
MG945812	5.732
MG945811	5.012
MG945810	4.686
MG945809	5.496
MG945808	5.304
MG945807	4.361
MG945806	4.41
MG945805	5.052
MG945804	6.406
MG945803	7.259
MG945802	5.224
MG945801	5.19
MG945800	6.286
MG945799	6.253
MG945798	4.764
MG945797	5.562
MG945796	4.989
MG945795	5.799
MG945794	5.733
MG945793	4.803
MG945792	5.805
MG945791	6.904
MG945790	5.914
MG945789	6.772
MG945788	5.882
MG945787	5.008
MG945786	5.164
MG945785	4.683
MG945784	5.87
MG945783	5.102
MG945782	4.47
MG945781	5.572
MG945780	5.468
MG945779	4.716
MG945778	5.401
MG945777	4.978
MG945776	6.48
MG945775	4.923
MG945774	7.173
MG945773	5.186
MG945772	6.363
MG945771	5.302
MG945770	5.06
MG945769	6.569
MG945768	4.916
MG945767	5.656
MG945766	6.31
MG945765	5.073
MG945764	4.855
MG945763	5.855
MG945762	6.895
MG945761	4.71
MG945760	5.017
MG945759	5.048
MG945758	4.715
MG945757	6.426
MG945756	5.044
MG945755	6.683
MG945754	4.945
MG945753	5.886
MG945752	6.584
MG945751	5.364
MG945750	6.629
MG945749	4.827
MG945748	6.288
MG945747	4.59
MG945746	5.289
MG945745	6.993
MG945744	4.998
MG945743	5.882
MG945742	5.624
MG945741	5.136
MG945740	4.997
MG945739	4.563
MG945738	4.731
MG945737	5.044
MG945736	4.98
MG945735	6.577
MG945734	5.887
MG945733	4.427
MG945732	6.116
MG945731	4.925
MG945730	5.868
MG945729	4.705
MG945728	4.707
MG945727	4.647
MG945726	4.897
MG945725	6.289
MG945724	5.1
MG945723	6.791
MG945722	6.137
MG945721	5.105
MG945720	5.235
MG945719	5.019
MG945718	4.948
MG945717	4.545
MG945716	5.664
MG945715	5.427
MG945714	5.102
MG945713	5.882
MG945712	4.466
MG945711	4.902
MG945710	4.846
MG945709	5.934
MG945708	5.17
MG945707	5.283
MG945706	4.742
MG945705	4.946
MG945704	4.774
MG945703	5.12
MG945702	4.934
MG945701	4.883
MG945700	5.006
MG945699	4.909
MG945698	6.095
MG945697	5.895
MG945696	6.17
MG945695	5.712
MG945694	5.967
MG945693	5.399
MG945692	5.887
MG945691	4.905
MG945690	5.9
MG945689	5.382
MG945688	6.473
MG945687	4.768
MG945686	5.045
MG945685	7.099
MG945684	4.972
MG945683	5.665
MG945682	4.28
MG945681	5.008
MG945680	5.664
MG945679	4.86
MG945678	5.192
MG945677	5.633
MG945676	4.777
MG945675	5.022
MG945674	4.946
MG945673	4.906
MG945672	5.379
MG945671	4.922
MG945670	4.404
MG945669	4.342
MG945668	4.726
MG945667	4.952
MG945666	6.887
MG945665	4.592
MG945664	6.039
MG945663	5.021
MG945662	6.121
MG945647	5.381
MG945646	4.919
MG945645	4.998
MG945644	4.855
MG945643	6.194
MG945642	5.758
MG945641	5.687
MG945640	4.802
MG945639	5.385
MG945638	6.519
MG945637	6.296
MG945636	6.002
MG945635	5.144
MG945634	6.244
MG945633	5.695
MG945632	5.884
MG945631	5.611
MG945630	5.564
MG945629	5.721
MG945628	4.777
MG945627	5.367
MG945626	5.17
MG945625	5.743
MG945624	5.769
MG945623	6.248
MG945622	5.419
MG945621	4.766
MG945620	5.079
MG945619	5.346
MG945618	5.948
MG945617	4.966
MG945616	6.027
MG945615	5.456
MG945614	5.996
MG945613	4.548
MG945612	4.388
MG945611	5.849
MG945610	4.336
MG945609	4.71
MG945608	4.94
MG945607	5.317
MG945606	6.082
MG945605	5.689
MG945604	5.069
MG945603	4.988
MG945602	5.038
MG945601	4.937
MG945600	5.325
MG945599	5.104
MG945598	4.979
MG945597	5.256
MG945596	4.845
MG945595	5.76
MG945594	4.916
MG945593	6.069
MG945592	4.883
MG945591	5.089
MG945590	5.415
MG945589	4.96
MG945588	6.2
MG945587	4.86
MG945586	4.928
MG945585	6.205
MG945584	4.459
MG945583	4.774
MG945582	5.74
MG945581	5.922
MG945580	6.537
MG945579	4.724
MG945578	5.84
MG945577	4.648
MG945576	5.684
MG945575	6.589
MG945574	5.514
MG945573	4.963
MG945572	6.133
MG945571	4.464
MG945570	4.864
MG945569	5.621
MG945568	4.714
MG945567	5.793
MG945566	5.133
MG945565	5.058
MG945564	5.703
MG945563	6.094
MG945562	4.572
MG945561	5.053
MG945560	4.933
MG945559	5.076
MG945558	6.149
MG945557	6.032
MG945556	4.458
MG945555	5.394
MG945554	6.618
MG945553	4.976
MG945552	4.477
MG945551	4.935
MG945550	5.49
MG945549	4.48
MG945548	4.986
MG945547	4.4
MG945546	4.296
MG945545	5.092
MG945544	6.902
MG945543	5.036
MG945542	5.005
MG945541	4.916
MG945540	4.852
MG945539	5.616
MG945538	5.241
MG945537	5.318
MG945536	4.699
MG945535	5.612
MG945534	4.767
MG945533	6.293
MG945532	4.851
MG945531	5.439
MG945530	5.193
MG945529	4.606
MG945528	4.801
MG945527	6.394
MG945526	5.006
MG945525	5.08
MG945524	4.455
MG945523	5.614
MG945522	5.707
MG945521	6.33
MG945520	4.991
MG945519	5.59
MG945518	6.904
MG945517	4.985
MG945516	5.469
MG945515	5.948
MG945514	6.042
MG945513	6.181
MG945512	4.783
MG945511	5.973
MG945510	5.022
MG945509	5.803
MG945508	5.03
MG945507	4.793
MG945506	4.93
MG945505	5.591
MG945504	4.703
MG945503	5.535
MG945502	5.562
MG945501	4.451
MG945500	4.579
MG945499	5.128
MG945498	5.663
MG945497	5.052
MG945496	5.427
MG945495	5.923
MG945494	6.101
MG945493	6.228
MG945492	5.634
MG945491	4.861
MG945490	4.506
MG945489	4.76
MG945488	5.986
MG945487	5.308
MG945486	4.911
MG945485	5.773
MG945484	4.613
MG945483	5.962
MG945482	6.161
MG945481	4.254
MG945480	5.651
MG945479	4.8
MG945478	5.985
MG945477	5.061
MG945476	5.052
MG945475	4.671
MG945474	4.529
MG945473	4.37
MG945472	4.518
MG945471	7.885
MG945470	6.709
MG945469	6.615
MG945468	4.476
MG945467	5.083
MG945466	6.112
MG945465	5.119
MG945464	5.948
MG945463	4.934
MG945462	5.924
MG945461	5.241
MG945460	5.417
MG945459	4.926
MG945458	6.258
MG945457	6.14
MG945456	5.858
MG945455	5.859
MG945454	5.274
MG945453	5.837
MG945452	5.728
MG945451	8.312
MG945450	5.219
MG945449	6.056
MG945448	6.471
MG945447	5.9
MG945446	6.26
MG945445	5.824
MG945444	5.028
MG945443	6.208
MG945442	6.285
MG945441	5.245
MG945440	5.259
MG945439	4.783
MG945438	4.842
MG945437	5.507
MG945436	6.331
MG945435	4.8
MG945434	6.456
MG945433	6.079
MG945432	6.267
MG945431	4.675
MG945430	5.668
MG945429	5.104
MG945428	4.78
MG945427	5.785
MG945426	5.637
MG945425	6.799
MG945424	5.021
MG945423	5.313
MG945422	6.917
MG945421	5.975
MG945420	6.405
MG945419	6.118
MG945418	4.685
MG945417	6.109
MG945416	5.385
MG945415	5.022
MG945414	5.836
MG945413	4.859
MG945412	6.827
MG945411	6.527
MG945410	5.385
MG945409	5.775
MG945408	6.522
MG945407	4.932
MG945406	6.632
MG945405	4.658
MG945404	6.479
MG945403	4.756
MG945402	4.988
MG945401	7.021
MG945400	6.196
MG945399	6.33
MG945398	5.025
MG945397	5.73
MG945396	6.23
MG945395	5.791
MG945394	5.345
MG945393	4.964
MG945392	5.634
MG945391	5.367
MG945390	6.762
MG945389	5.202
MG945388	5.664
MG945387	4.832
MG945386	5.635
MG945385	5.208
MG945384	5.947
MG945383	5.841
MG945382	5.785
MG945381	5.503
MG945365	4.847
MG945364	5.017
MG945363	4.815
MG945362	5.585
MG945361	5.057
MG945360	5.99
MG945359	4.687
MG945358	6.243
MG945357	4.915
MG945356	6.477
MG945355	4.947
MG945354	6.352
MG945353	6.177
MG945352	6.694
MG945351	5.466
MG945350	6.602
MG945349	5.877
MG945348	5.065
MG945347	5.373
MG945346	4.888
MG945345	5.345
MG945344	4.447
MG945343	4.44
MG945342	4.954
MG945341	4.942
MG945340	4.904
MG945339	5.099
MG945338	5.79
MG945337	6.494
MG945336	5.831
MG945335	5.399
MG945334	5.633
MG945333	4.884
MG945332	7.203
MG945331	4.732
MG945330	4.774
MG945329	4.774
MG945328	5.499
MG945327	6.499
MG945326	6.06
MG945325	4.865
MG945324	4.577
MG945323	7.391
MG945322	4.314
MG945321	6.378
MG945320	5.064
MG945319	5.213
MG945318	4.885
MG945317	5.278
MG945316	4.433
MG945315	5.13
MG945314	6.245
MG945313	4.314
MG945312	5.318
MG945311	5.356
MG945310	5.25
MG945309	6.176
MG945308	5.221
MG945307	5.488
MG945306	5.331
MG945286	5.332
MG945285	5.537
MG945284	6.216
MG945283	5.297
MG945282	6.013
MG945281	5.913
MG945280	5.076
MG945279	6.651
MG945278	5.43
MG945277	5.1
MG945276	6.827
MG945275	6.914
MG945266	6.115
MG945265	4.797
MG945264	6.084
MG945263	4.781
MG945262	6.049
MG945261	6.769
MG945260	5.655
MG945259	6.435
MG945258	7.454
MG945257	6.235
MG945256	6.576
MG945255	7.027
MG945254	6.079
MG945253	6.329
MG945252	4.462
MG945241	6.384
MG945240	5.475
MG945239	6.483
MG945238	5.06
MG945237	4.765
MG945236	5.2
MG945235	5.636
MG945234	4.772
MG945233	6.127
MG945232	5.101
MG945231	4.994
MG945230	5.631
MG945229	7.064
MG945228	4.907
MG945227	5.153
MG945216	6.327
MG945215	4.955
MG945214	5.746
MG945213	4.873
MG945212	6.126
MG945211	4.986
MG945210	6.386
MG945209	6.679
MG945208	4.83
MG945207	5.057
MG945206	4.557
MG945205	4.902
MG945204	4.677
MG945203	5.108
MG945202	4.865
MG945191	6.277
MG945190	4.946
MG945189	5.961
MG945188	7.323
MG945187	6.796
MG945186	5.631
MG945185	6.042
MG945184	5.588
MG945183	7.622
MG945182	6.609
MG945181	5
MG945180	6.775
MG945179	4.786
MG945178	4.228
MG945177	6.003
MG945166	4.619
MG945165	4.884
MG945164	4.422
MG945163	4.938
MG945162	5.707
MG945161	4.797
MG945160	6.086
MG945159	7.189
MG945158	5.009
MG945157	5.257
MG945156	4.91
MG945155	6.213
MG945154	4.682
MG945153	4.913
MG945142	5.391
MG945141	5.568
MG945140	6.131
MG945139	5.185
MG945138	5.505
MG945137	6.002
MG945136	5.433
MG945135	5.474
MG945134	5.105
MG945133	6.038
MG945132	4.595
MG945131	3.143
MG945130	6.208
MG945129	4.511
MG945128	7.099
LR027391	167.658
LR027390	167.773
LR027389	115.471
LR027388	50.343
LR027387	167.773
LR027386	167.773
LR027385	50.343
LR027384	107.601
LR027383	167.651
MF093736	50.564
AP018932	166.848
LC375533	44.716
LR031359	141.133
MH817022	25.722
KJ936628	50.431
MH992123	70.173
MH992122	169.14
MH992121	167.379
MH717097	46.667
MH717096	38.829
MH920640	177.622
MH920639	158.485
MH920638	40.5
MH920637	33.652
MH983004	40.721
MH931004	4.637
MH931003	4.898
MG883726	4.694
MG883725	4.923
MG883724	5.77
MG883723	4.87
MG883722	5.003
MG883721	6.257
MG883720	5.903
MG883719	4.969
MG883718	4.837
MG883717	5.022
MG883715	4.942
MG883714	5.028
MG883713	7.029
MG883712	5.754
MG883711	5.311
MG883710	5.91
MG883709	5.731
MH992510	166.04
MH992509	43.142
MH917278	50.219
MH898687	40.844
MH884514	48.16
MH884513	50.485
MH884511	145.804
MH884510	41.601
MH884509	58.528
MH884508	160.59
MH160392	75.929
MK088078	36.994
MH929319	159.398
KX278418	44.268
MK069403	96.283
MH159197	141.384
KY744240	38.783
MH837543	43.695
MH837542	43.29
MK047718	169.872
MK047717	167.803
MK005300	114.275
LC063634	44.539
LR025198	60.165
LR025197	59.88
LR025196	58.998
LR025195	60.165
LT630001	18.168
MH853358	37.421
MH853357	32.205
MH853355	37.421
MH809535	169.604
MH809533	44.121
MH809532	44.121
MH880817	152.77
MH845412	48.195
MH713599	166.56
MH458951	49.277
MG948468	61.437
MH445381	66.75
MH445380	126.505
MH422554	97.213
MH884648	42.424
MH800200	42.33
MH800199	104.354
MH800198	103.628
MH816966	68.472
MH837626	168.084
MH816848	149.506
MH779515	41.896
MH779513	41.902
MH779509	41.89
MH779505	41.752
MH779619	38.396
MH763831	42.067
MH751506	163.832
MH746814	102.789
MH752385	43.733
MH729874	162.63
MH717099	39.551
MH717098	39.266
MH389777	255.356
MG589387	31.978
MG589386	46.403
MG589385	46.093
MG589384	85.263
MG589383	167.544
KT184316	89.635
KT184315	88.016
KT184314	88.309
KT184313	88.356
KT184312	167.318
KT184311	166.514
KT184310	169.729
KT184309	170.02
KT184308	168.496
MG000860	155.958
MF630922	32.486
MF630921	40.06
AP017903	99.517
MH363708	41.775
MH725810	92.348
MH719082	116.46
MH384260	43.184
MH717709	39.382
MH727593	42.499
MH733496	74.437
MH310935	125.128
MH310933	126.861
MH807819	44.149
MH807818	42.818
MH807816	43.402
MH807814	43.686
MH807811	44.364
MH675927	150.354
MH669274	72.213
MH487649	158.385
MH752840	134.575
MG746602	170.764
MH674343	37.129
KY981272	41.344
KY981271	84.008
MG967618	82.931
MG967617	80.764
MG967616	80.764
MH460462	255.356
MH460463	261.658
MH460461	253.323
MH460460	254.061
MH460459	40.131
MH327491	11.424
MH327490	16.365
MH327487	13.641
MH327486	14.735
MH327485	18.878
MH327484	27.203
MH319766	38.924
MH319765	67.213
MH319764	79.455
MH319760	11.481
MH319759	36.824
MH319758	48.117
MH319757	74.299
MH319755	32.905
MH319754	149.201
MH319753	13.583
MH319752	19.248
MH319751	24.865
MH319750	35.407
MH319749	139.752
MH319746	14.292
MH319745	15.781
MH319744	15.928
MH319743	16.76
MH319742	35.937
MH319741	66.256
MH319738	22.821
MH319737	35.082
MH319734	13.97
MH319733	22.073
MH319732	69.654
MH319731	89.446
MH319725	10.654
MH319724	11.603
MH319723	13.629
MH319722	15.952
MH319721	26.523
MH319720	66.178
KR049063	130.952
KP339049	147.589
MH136584	139.675
MF623055	66.189
MF468274	50.403
MH310936	121.418
MH310934	128.298
MH412654	181.082
MH424446	46.905
MH424445	41.581
MH424444	43.11
MH424443	42.262
MH588546	322.272
MH588545	308.141
MH588544	220.934
MH633487	49.468
MH633486	49.387
MH633485	50.132
MH633484	49.344
MH638312	165.676
MH638311	161.833
MH638310	161.83
MH638309	165.213
MH645904	112.106
MH675552	102.679
MH375644	147.89
MH595538	288.967
MF754116	75.904
MF754115	76.402
MF754114	75.501
MF754113	75.955
MF754112	43.571
MF754111	43.237
MG878892	41.832
KX912252	35.626
MH447526	37.311
MG253653	29.374
MG253652	29.454
MG253651	29.659
MG253650	29.423
MG253649	29.736
MG253648	30.249
MG253647	30.132
MF346933	29.837
MH059636	175.774
MF477236	65.275
MH700630	68.176
NC_030476	5.184
KT989433	56.451
KY888885	40.74
MH629685	144.311
MH550421	168.706
MH547045	41.969
MH533020	149.96
MH426725	84.559
MH706966	54.655
MH684921	43.077
MH643778	46.148
MH643777	37.011
MH638294	61.129
MF974397	47.866
MF974396	48.288
JX421753	38.202
KY953156	44.549
NC_004821	38.472
NC_004820	61.395
NC_004586	34.419
NC_004170	2.981
MH370477	39.883
MH572526	5.502
MH572525	5.508
MH572524	4.594
MH572523	4.215
MH572522	4.171
MH572521	4.152
MH572520	5.708
MH572519	5.83
MH572518	5.23
MH572517	5.321
MH572516	4.615
MH572515	4.857
MH572514	4.172
MH572513	4.221
MH572512	4.426
MH572511	4.189
MH572510	4.126
MH572509	4.368
MH572508	4.479
MH572507	4.353
MH572506	4.115
MH572505	4.041
MH572504	4.093
MH572503	4.449
MH572502	4.415
MH572501	4.215
MH572500	4.361
MH572499	4.348
MH572498	4.367
MH572497	4.367
MH572496	4.346
MH572495	4.316
